H,9,22,1,3,6.24,6.1,6.4,99,99,99,991,991,991,7.84,2.8,19.5,36,0.48,211,0,0,0,0,0,0,*
H,10,22,1,3,6.24,6.1,6.4,99,99,99,991.77,991,992,27.09,14.9,47.3,54,0.57,204,0,0,0,0,0,0,*
H,11,22,1,3,6.13,6.1,6.4,99,99,99,992.33,992,993,37.97,22.6,60.6,23,0.34,204,0,0,0,0,0,0,*
H,12,22,1,3,6.16,6,6.3,99,99,99,992.05,992,993,75.62,51.6,106.5,30,0.35,205,0,0,0,0,0,0,*
H,13,22,1,3,6.51,6.3,7,99,99,99,992.86,992,993,97.95,43.9,213.4,97,0.43,204,0,0,0,0,0,0,*
H,14,22,1,3,6.95,6.7,7.6,99,99,99,993,993,994,106.39,67.3,230,65,0.52,205,0,0,0,0,0,0,*
H,15,22,1,3,6.89,6.7,7.8,99,99,99,993.88,993,994,94.06,40.4,263.5,78,0.68,203,0,0,0,0,0,0,*
H,16,22,1,3,6.95,6.7,7.2,99,99,99,994,994,994,117.89,23.5,265.6,76,0.37,205,0,0,0,0,0,0,*
H,17,22,1,3,6.76,6.6,7.1,99,99,99,994.86,994,995,7.78,0,31.4,105,0.74,205,0,0,0,0,0,0,*
H,18,22,1,3,7.05,6.8,8,99,99,99,995.65,995,996,2.99,0.4,4.7,6,0.99,204,0,0,0,0,0,0,*
H,19,22,1,3,7.03,6.1,8.6,99,99,99,996,996,997,3.46,2.3,4.7,107,0.26,204,0,0,0,0,0,0,*
H,20,22,1,3,5.69,5.3,6.1,99,99,99,996.82,996,997,3.62,2.5,4.7,291,0.8,204,0,0,0,0,0,0,*
H,21,22,1,3,5.25,4.3,5.7,99,99,99,997,997,997,3.69,2.8,4.7,10,0.33,204,0,0,0,0,0,0,*
H,22,22,1,3,3.91,3.7,4.3,99,99,99,997,997,997,3.74,2.6,4.7,73,0.43,203,0,0,0,0,0,0,*
H,23,22,1,3,2.95,2.4,3.9,99,99,99,997.84,997,998,3.94,3,5,295,0.74,204,0,0,0,0,0,0,*
H,0,23,1,3,2.81,2.6,3.1,99,99,99,998.58,998,999,3.94,3,4.7,288,0.35,203,0,0,0,0.2,0,0.2,2.4,9.2,99,99,989,999,*
H,1,23,1,3,2.67,2.2,3,99,99,99,999,999,999,4.11,3.3,5,358,0.7,204,0,0,0,0,0,0,*
